,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object3.position[0],point.objects.object3.position[1],point.params.EGO_DEST_X,point.params.EGO_SPAWN_X,point.params.FETCH_SPAWN_Y,rho,rho_0,rho_1,rho_2
24,-0.03731748589485839,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.891467117019589,0.0,0.1838955876614517,1.0,-0.054059306127401924,1.0
25,-0.03731748589485839,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.891467117019589,0.0,1.0,1.0,1.0,1.0
26,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.391467117019589,0.0,0.19729968545785134,1.0,0.10545469650566175,1.0
27,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.391467117019589,0.0,1.0,1.0,1.0,1.0
28,0.34341315319216437,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.736524805626348,0.0,0.18294523852477004,1.0,-0.015649049071715104,1.0
29,0.34341315319216437,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.736524805626348,0.0,1.0,1.0,1.0,1.0
30,-0.18143891980482268,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.6850290622062514,0.0,0.18450302920943257,1.0,0.04371460774103153,1.0
31,-0.18143891980482268,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.6850290622062514,0.0,1.0,1.0,1.0,1.0
32,0.36268251410514163,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.891467117019589,0.0,0.19705925749657985,1.0,-0.03533804710685068,1.0
33,0.36268251410514163,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.891467117019589,0.0,1.0,1.0,1.0,1.0
34,0.21404318003774492,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.46744375068716,0.0,0.18399958798704155,1.0,-0.05883844422186038,1.0
35,0.21404318003774492,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.46744375068716,0.0,1.0,1.0,1.0,1.0
36,0.34341315319216437,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.736524805626348,0.0,0.18294523852477004,1.0,-0.015649049071715104,1.0
37,0.34341315319216437,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.736524805626348,0.0,1.0,1.0,1.0,1.0
38,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,0.18387470405689565,1.0,0.11446939134106454,1.0
39,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,1.0,1.0,1.0,1.0
